,Şehir,İlçe,Cinsiyet,Okuma yazma bilmeyen,Okuma yazma bilen fakat bir okul bitirmeyen,İlkokul,İlköğretim,Ortaokul veya dengi okul,Lise veya dengi okul,Yüksekokul veya fakülte,Yüksek lisans,Doktora,Bilinmeyen,Toplam
3,Uşak,Banaz,Toplam,456,1688,10787,4906,2606,4867,2355,103,16,310,28094
5,Uşak,Eşme,Erkek,55,601,5512,1600,1251,2836,1412,113,15,135,13530
6,Uşak,Eşme,Kadın,510,2149,6154,1574,855,1928,1031,54,4,129,14388
7,Uşak,Eşme,Toplam,565,2750,11666,3174,2106,4764,2443,167,19,264,27918
9,Uşak,Karahallı,Erkek,23,172,1607,760,467,734,327,25,4,18,4137
10,Uşak,Karahallı,Kadın,215,922,1856,459,231,425,210,7,7,22,4354
11,Uşak,Karahallı,Toplam,238,1094,3463,1219,698,1159,537,32,11,40,8491
13,Uşak,Sivaslı,Erkek,63,325,2720,1666,822,1478,509,39,6,72,7700
14,Uşak,Sivaslı,Kadın,383,1121,3167,1305,551,909,366,12,11,80,7905
15,Uşak,Sivaslı,Toplam,446,1446,5887,2971,1373,2387,875,51,17,152,15605
17,Uşak,Ulubey,Erkek,14,233,1844,566,690,1256,475,30,1,58,5167
18,Uşak,Ulubey,Kadın,283,825,2290,477,395,752,336,14,2,54,5428
19,Uşak,Ulubey,Toplam,297,1058,4134,1043,1085,2008,811,44,3,112,10595
21,Uşak,Uşak Merkez,Erkek,606,1695,15756,19040,8594,22954,15248,1322,460,540,86215
22,Uşak,Uşak Merkez,Kadın,4019,5425,24895,15140,6865,18674,12835,945,249,528,89575
23,Uşak,Uşak Merkez,Toplam,4625,7120,40651,34180,15459,41628,28083,2267,709,1068,175790
1,Van,Bahçesaray,Erkek,409,755,598,721,362,536,328,18,1,21,3749
2,Van,Bahçesaray,Kadın,1234,1377,529,336,114,201,146,14,2,44,3997
3,Van,Bahçesaray,Toplam,1643,2132,1127,1057,476,737,474,32,3,65,7746
5,Van,Başkale,Erkek,1002,2519,3451,2823,1187,1940,947,34,2,111,14016
6,Van,Başkale,Kadın,2989,4497,2615,1636,597,747,428,17,0,207,13733
7,Van,Başkale,Toplam,3991,7016,6066,4459,1784,2687,1375,51,2,318,27749
9,Van,Çaldıran,Erkek,742,2876,4259,4406,1390,1825,919,50,6,87,16560
10,Van,Çaldıran,Kadın,3197,5122,2824,1794,818,1018,551,14,0,276,15614
11,Van,Çaldıran,Toplam,3939,7998,7083,6200,2208,2843,1470,64,6,363,32174
13,Van,Çatak,Erkek,319,930,1195,1212,604,1206,511,25,2,27,6031
14,Van,Çatak,Kadın,664,1831,1053,1027,274,506,225,16,1,34,5631
15,Van,Çatak,Toplam,983,2761,2248,2239,878,1712,736,41,3,61,11662
17,Van,Edremit,Erkek,866,1944,4338,8692,3726,9729,7259,564,48,150,37316
18,Van,Edremit,Kadın,4553,6275,7039,6400,2543,6845,4153,203,24,346,38381
19,Van,Edremit,Toplam,5419,8219,11377,15092,6269,16574,11412,767,72,496,75697
21,Van,Erciş,Erkek,1548,5690,11206,11195,5470,9375,4891,340,36,173,49924
22,Van,Erciş,Kadın,8708,11749,10906,5403,2711,4989,2587,111,23,484,47671
23,Van,Erciş,Toplam,10256,17439,22112,16598,8181,14364,7478,451,59,657,97595
25,Van,Gevaş,Erkek,143,429,1717,2031,1085,2066,1069,63,15,21,8639
26,Van,Gevaş,Kadın,949,1595,2614,1577,514,1189,512,20,3,50,9023
27,Van,Gevaş,Toplam,1092,2024,4331,3608,1599,3255,1581,83,18,71,17662
29,Van,Gürpınar,Erkek,418,1434,2593,2722,1030,1677,733,30,5,32,10674
30,Van,Gürpınar,Kadın,1872,3470,1723,1327,491,787,256,8,4,66,10004
31,Van,Gürpınar,Toplam,2290,4904,4316,4049,1521,2464,989,38,9,98,20678
33,Van,İpekyolu,Erkek,2170,4889,11041,21573,9306,24452,15874,1788,302,325,91720
34,Van,İpekyolu,Kadın,12882,15929,16178,13816,6105,16891,10335,730,112,826,93804
35,Van,İpekyolu,Toplam,15052,20818,27219,35389,15411,41343,26209,2518,414,1151,185524
37,Van,Muradiye,Erkek,431,1694,3371,3530,1471,2501,1076,72,5,25,14176
38,Van,Muradiye,Kadın,2615,3691,2899,1582,633,1162,594,20,6,68,13270
39,Van,Muradiye,Toplam,3046,5385,6270,5112,2104,3663,1670,92,11,93,27446
41,Van,Özalp,Erkek,830,2265,4708,5599,1704,1952,857,42,1,57,18015
42,Van,Özalp,Kadın,4312,4692,3142,2492,762,1010,566,20,1,209,17206
43,Van,Özalp,Toplam,5142,6957,7850,8091,2466,2962,1423,62,2,266,35221
45,Van,Saray,Erkek,189,585,1875,1911,458,684,300,12,5,17,6036
46,Van,Saray,Kadın,828,1545,1543,915,209,381,160,3,2,29,5615
47,Van,Saray,Toplam,1017,2130,3418,2826,667,1065,460,15,7,46,11651
49,Van,Tuşba,Erkek,935,2179,6346,12782,4857,10191,5567,551,499,118,44025
50,Van,Tuşba,Kadın,5890,8341,9090,6772,2609,6432,3199,245,193,266,43037
51,Van,Tuşba,Toplam,6825,10520,15436,19554,7466,16623,8766,796,692,384,87062
1,Yalova,Altınova,Erkek,71,177,2027,1722,1073,2670,1500,100,42,57,9439
2,Yalova,Altınova,Kadın,554,550,2945,1343,709,1948,1131,70,16,62,9328
3,Yalova,Altınova,Toplam,625,727,4972,3065,1782,4618,2631,170,58,119,18767
5,Yalova,Armutlu,Erkek,29,85,1122,578,393,756,424,33,9,30,3459
6,Yalova,Armutlu,Kadın,144,200,1491,388,250,522,328,13,5,29,3370
7,Yalova,Armutlu,Toplam,173,285,2613,966,643,1278,752,46,14,59,6829
9,Yalova,Çınarcık,Erkek,106,229,2949,1580,1417,3258,1710,108,27,319,11703
10,Yalova,Çınarcık,Kadın,485,556,3984,1089,1258,2937,1424,87,14,342,12176
11,Yalova,Çınarcık,Toplam,591,785,6933,2669,2675,6195,3134,195,41,661,23879
13,Yalova,Çiftlikköy,Erkek,76,165,2195,1823,1574,4079,2798,239,57,183,13189
14,Yalova,Çiftlikköy,Kadın,515,590,3438,1529,1409,3557,2260,198,16,184,13696
15,Yalova,Çiftlikköy,Toplam,591,755,5633,3352,2983,7636,5058,437,73,367,26885
17,Yalova,Termal,Erkek,12,45,449,380,229,612,307,23,2,28,2087
18,Yalova,Termal,Kadın,75,137,646,246,170,495,262,8,3,32,2074
19,Yalova,Termal,Toplam,87,182,1095,626,399,1107,569,31,5,60,4161
21,Yalova,Yalova Merkez,Erkek,270,685,7703,6425,5444,14746,10436,1141,241,518,47609
22,Yalova,Yalova Merkez,Kadın,1857,2318,12798,5176,4536,12929,8912,826,117,579,50048
23,Yalova,Yalova Merkez,Toplam,2127,3003,20501,11601,9980,27675,19348,1967,358,1097,97657
1,Yozgat,Akdağmadeni,Erkek,264,931,4202,2324,1542,3237,1546,113,23,270,14452
2,Yozgat,Akdağmadeni,Kadın,1171,1572,6103,2070,982,2053,931,49,10,306,15247
3,Yozgat,Akdağmadeni,Toplam,1435,2503,10305,4394,2524,5290,2477,162,33,576,29699
5,Yozgat,Aydıncık,Erkek,239,257,1026,716,432,636,218,13,3,13,3553
6,Yozgat,Aydıncık,Kadın,686,558,1247,536,187,356,140,5,2,25,3742
7,Yozgat,Aydıncık,Toplam,925,815,2273,1252,619,992,358,18,5,38,7295
9,Yozgat,Boğazlıyan,Erkek,44,270,3583,1418,1383,3727,1426,92,14,400,12357
10,Yozgat,Boğazlıyan,Kadın,571,897,5446,1381,863,2193,969,51,16,432,12819
11,Yozgat,Boğazlıyan,Toplam,615,1167,9029,2799,2246,5920,2395,143,30,832,25176
13,Yozgat,Çandır,Erkek,27,60,486,204,174,382,171,13,2,111,1630
14,Yozgat,Çandır,Kadın,139,177,763,122,110,268,83,1,0,93,1756
15,Yozgat,Çandır,Toplam,166,237,1249,326,284,650,254,14,2,204,3386
17,Yozgat,Çayıralan,Erkek,80,330,1331,570,552,1093,423,35,1,196,4611
18,Yozgat,Çayıralan,Kadın,406,646,1850,493,361,686,256,10,4,223,4935
19,Yozgat,Çayıralan,Toplam,486,976,3181,1063,913,1779,679,45,5,419,9546
21,Yozgat,Çekerek,Erkek,245,364,2424,1045,757,1402,576,56,8,39,6916
22,Yozgat,Çekerek,Kadın,1148,747,2939,983,335,823,373,23,7,61,7439
23,Yozgat,Çekerek,Toplam,1393,1111,5363,2028,1092,2225,949,79,15,100,14355
25,Yozgat,Kadışehri,Erkek,134,189,1447,718,406,623,282,22,4,23,3848
26,Yozgat,Kadışehri,Kadın,533,278,1847,644,186,343,166,7,3,46,4053
27,Yozgat,Kadışehri,Toplam,667,467,3294,1362,592,966,448,29,7,69,7901
29,Yozgat,Saraykent,Erkek,48,288,1349,763,406,856,270,16,3,78,4077
30,Yozgat,Saraykent,Kadın,343,460,1874,648,244,432,177,4,2,100,4284
31,Yozgat,Saraykent,Toplam,391,748,3223,1411,650,1288,447,20,5,178,8361
33,Yozgat,Sarıkaya,Erkek,249,635,3743,1788,1129,2683,1154,93,6,260,11740
34,Yozgat,Sarıkaya,Kadın,1277,1046,5048,1442,609,1783,785,44,2,300,12336
35,Yozgat,Sarıkaya,Toplam,1526,1681,8791,3230,1738,4466,1939,137,8,560,24076
37,Yozgat,Sorgun,Erkek,489,854,6973,4596,2895,7067,3316,318,30,714,27252
38,Yozgat,Sorgun,Kadın,2905,2056,9722,4126,1860,4471,2064,123,19,791,28137
39,Yozgat,Sorgun,Toplam,3394,2910,16695,8722,4755,11538,5380,441,49,1505,55389
41,Yozgat,Şefaatli,Erkek,95,156,1551,601,781,1649,585,38,4,99,5559
42,Yozgat,Şefaatli,Kadın,760,411,2335,571,463,921,363,14,2,125,5965
43,Yozgat,Şefaatli,Toplam,855,567,3886,1172,1244,2570,948,52,6,224,11524
45,Yozgat,Yenifakılı,Erkek,15,62,645,251,328,549,205,11,1,28,2095
46,Yozgat,Yenifakılı,Kadın,143,157,1026,218,174,328,124,12,2,33,2217
47,Yozgat,Yenifakılı,Toplam,158,219,1671,469,502,877,329,23,3,61,4312
49,Yozgat,Yerköy,Erkek,146,404,2815,1458,1787,4246,1884,128,11,94,12973
50,Yozgat,Yerköy,Kadın,1231,1132,4750,1740,1094,2668,1294,64,10,138,14121
51,Yozgat,Yerköy,Toplam,1377,1536,7565,3198,2881,6914,3178,192,21,232,27094
53,Yozgat,Yozgat Merkez,Erkek,281,493,5933,4419,3398,10785,6919,630,261,236,33355
54,Yozgat,Yozgat Merkez,Kadın,2064,1469,9886,4349,2852,8091,5198,407,142,341,34799
55,Yozgat,Yozgat Merkez,Toplam,2345,1962,15819,8768,6250,18876,12117,1037,403,577,68154
1,Zonguldak,Alaplı,Erkek,146,248,4331,3229,1326,4642,1670,115,24,60,15791
2,Zonguldak,Alaplı,Kadın,1757,1203,6419,2313,852,2779,1200,57,14,95,16689
3,Zonguldak,Alaplı,Toplam,1903,1451,10750,5542,2178,7421,2870,172,38,155,32480
5,Zonguldak,Çaycuma,Erkek,531,849,10302,6305,3675,8667,4062,237,28,76,34732
6,Zonguldak,Çaycuma,Kadın,4589,3463,13849,4725,2373,5101,3113,134,33,99,37479
7,Zonguldak,Çaycuma,Toplam,5120,4312,24151,11030,6048,13768,7175,371,61,175,72211
9,Zonguldak,Devrek,Erkek,538,787,7520,3151,2173,4698,2482,147,29,301,21826
10,Zonguldak,Devrek,Kadın,3727,2092,8645,2053,1343,3159,1861,97,26,350,23353
11,Zonguldak,Devrek,Toplam,4265,2879,16165,5204,3516,7857,4343,244,55,651,45179
13,Zonguldak,Ereğli,Erkek,718,802,12881,10565,5830,21530,9092,740,131,196,62485
14,Zonguldak,Ereğli,Kadın,6692,3569,21509,7298,4334,13601,7992,601,85,252,65933
15,Zonguldak,Ereğli,Toplam,7410,4371,34390,17863,10164,35131,17084,1341,216,448,128418
17,Zonguldak,Gökçebey,Erkek,274,245,2466,1617,884,1722,770,32,6,44,8060
18,Zonguldak,Gökçebey,Kadın,1771,691,2813,1168,571,1078,509,16,7,39,8663
19,Zonguldak,Gökçebey,Toplam,2045,936,5279,2785,1455,2800,1279,48,13,83,16723
21,Zonguldak,Kilimli,Erkek,134,144,3095,2326,1783,4352,1515,70,17,48,13484
22,Zonguldak,Kilimli,Kadın,1183,749,5085,1459,1227,2755,1358,61,14,65,13956
23,Zonguldak,Kilimli,Toplam,1317,893,8180,3785,3010,7107,2873,131,31,113,27440
25,Zonguldak,Kozlu,Erkek,189,248,3414,2785,1790,4768,2926,339,150,63,16672
26,Zonguldak,Kozlu,Kadın,1589,1053,5384,1712,1228,3423,2598,338,110,101,17536
27,Zonguldak,Kozlu,Toplam,1778,1301,8798,4497,3018,8191,5524,677,260,164,34208
29,Zonguldak,Zonguldak Merkez,Erkek,414,722,8242,6785,4991,13746,7770,651,246,200,43767
30,Zonguldak,Zonguldak Merkez,Kadın,3526,2690,12214,4260,4062,11146,7583,548,181,227,46437
31,Zonguldak,Zonguldak Merkez,Toplam,3940,3412,20456,11045,9053,24892,15353,1199,427,427,90204
1,Çanakkale,Ayvacık,Erkek,109,694,4646,1723,1331,2976,1899,131,30,98,13637
2,Çanakkale,Ayvacık,Kadın,410,1330,5822,1273,912,2232,1524,97,13,94,13707
3,Çanakkale,Ayvacık,Toplam,519,2024,10468,2996,2243,5208,3423,228,43,192,27344
5,Çanakkale,Bayramiç,Erkek,111,640,4770,1651,931,2265,1139,90,11,23,11631
6,Çanakkale,Bayramiç,Kadın,427,1167,6219,1336,782,1360,778,67,6,28,12170
7,Çanakkale,Bayramiç,Toplam,538,1807,10989,2987,1713,3625,1917,157,17,51,23801
9,Çanakkale,Biga,Erkek,171,1215,11269,4476,3314,8138,5160,372,63,82,34260
10,Çanakkale,Biga,Kadın,809,2778,15646,2989,2260,5742,4172,255,45,82,34778
11,Çanakkale,Biga,Toplam,980,3993,26915,7465,5574,13880,9332,627,108,164,69038
13,Çanakkale,Bozcaada,Erkek,1,10,229,97,91,425,404,41,11,8,1317
14,Çanakkale,Bozcaada,Kadın,5,22,300,69,77,278,331,37,8,4,1131
15,Çanakkale,Bozcaada,Toplam,6,32,529,166,168,703,735,78,19,12,2448
17,Çanakkale,Çan,Erkek,64,574,5608,2453,1831,5301,2983,158,29,20,19021
18,Çanakkale,Çan,Kadın,355,1259,8933,1837,1319,3335,2202,114,28,23,19405
19,Çanakkale,Çan,Toplam,419,1833,14541,4290,3150,8636,5185,272,57,43,38426
21,Çanakkale,Çanakkale Merkez,Erkek,278,816,9912,6217,5168,18664,17568,1852,828,259,61562
22,Çanakkale,Çanakkale Merkez,Kadın,1151,1948,16268,5101,4976,17326,15729,1686,541,226,64952
23,Çanakkale,Çanakkale Merkez,Toplam,1429,2764,26180,11318,10144,35990,33297,3538,1369,485,126514
25,Çanakkale,Eceabat,Erkek,13,125,1204,498,403,893,500,35,7,27,3705
26,Çanakkale,Eceabat,Kadın,80,298,1418,440,323,695,404,25,3,18,3704
27,Çanakkale,Eceabat,Toplam,93,423,2622,938,726,1588,904,60,10,45,7409
29,Çanakkale,Ezine,Erkek,181,558,4545,1787,1278,2462,1329,67,16,45,12268
30,Çanakkale,Ezine,Kadın,769,1005,5762,1314,898,1801,981,59,6,53,12648
31,Çanakkale,Ezine,Toplam,950,1563,10307,3101,2176,4263,2310,126,22,98,24916
33,Çanakkale,Gelibolu,Erkek,163,482,4718,1644,1571,4462,2797,183,27,106,16153
34,Çanakkale,Gelibolu,Kadın,550,1036,6485,1456,1316,3360,2288,147,17,100,16755
35,Çanakkale,Gelibolu,Toplam,713,1518,11203,3100,2887,7822,5085,330,44,206,32908
37,Çanakkale,Gökçeada,Erkek,19,83,643,300,283,990,710,77,13,41,3159
38,Çanakkale,Gökçeada,Kadın,101,180,777,260,242,662,611,51,8,52,2944
39,Çanakkale,Gökçeada,Toplam,120,263,1420,560,525,1652,1321,128,21,93,6103
41,Çanakkale,Lapseki,Erkek,49,479,3577,1412,1153,2450,1333,81,15,47,10596
42,Çanakkale,Lapseki,Kadın,172,995,5227,1063,784,1604,998,56,12,35,10946
43,Çanakkale,Lapseki,Toplam,221,1474,8804,2475,1937,4054,2331,137,27,82,21542
45,Çanakkale,Yenice,Erkek,84,749,5784,1568,1022,2341,1206,89,11,18,12872
46,Çanakkale,Yenice,Kadın,443,1396,7412,1174,805,1350,842,41,9,16,13488
47,Çanakkale,Yenice,Toplam,527,2145,13196,2742,1827,3691,2048,130,20,34,26360
1,Çankırı,Atkaracalar,Erkek,18,30,539,164,236,439,193,13,3,9,1644
2,Çankırı,Atkaracalar,Kadın,121,131,779,167,105,189,107,13,1,18,1631
3,Çankırı,Atkaracalar,Toplam,139,161,1318,331,341,628,300,26,4,27,3275
5,Çankırı,Bayramören,Erkek,60,67,459,107,120,146,66,9,1,6,1041
6,Çankırı,Bayramören,Kadın,257,93,428,61,36,70,27,3,0,6,981
7,Çankırı,Bayramören,Toplam,317,160,887,168,156,216,93,12,1,12,2022
9,Çankırı,Çankırı Merkez,Erkek,249,472,4754,4569,3322,9778,6015,596,220,94,30069
10,Çankırı,Çankırı Merkez,Kadın,1886,1501,8625,5000,2727,6935,4667,366,113,98,31918
11,Çankırı,Çankırı Merkez,Toplam,2135,1973,13379,9569,6049,16713,10682,962,333,192,61987
13,Çankırı,Çerkeş,Erkek,99,174,1598,964,813,1419,729,63,10,21,5890
14,Çankırı,Çerkeş,Kadın,569,459,2411,710,364,902,437,36,0,21,5909
15,Çankırı,Çerkeş,Toplam,668,633,4009,1674,1177,2321,1166,99,10,42,11799
17,Çankırı,Eldivan,Erkek,29,83,686,294,343,674,255,12,1,10,2387
18,Çankırı,Eldivan,Kadın,282,362,891,226,187,346,136,9,1,9,2449
19,Çankırı,Eldivan,Toplam,311,445,1577,520,530,1020,391,21,2,19,4836
21,Çankırı,Ilgaz,Erkek,109,217,1872,637,702,1326,677,41,7,11,5599
22,Çankırı,Ilgaz,Kadın,710,552,2655,506,342,696,334,21,2,21,5839
23,Çankırı,Ilgaz,Toplam,819,769,4527,1143,1044,2022,1011,62,9,32,11438
25,Çankırı,Kızılırmak,Erkek,53,153,1137,475,299,464,197,8,0,14,2800
26,Çankırı,Kızılırmak,Kadın,353,333,1376,421,129,203,113,7,1,10,2946
27,Çankırı,Kızılırmak,Toplam,406,486,2513,896,428,667,310,15,1,24,5746
29,Çankırı,Korgun,Erkek,26,46,695,224,182,317,121,8,0,3,1622
30,Çankırı,Korgun,Kadın,184,201,854,136,81,173,68,4,0,5,1706
31,Çankırı,Korgun,Toplam,210,247,1549,360,263,490,189,12,0,8,3328
33,Çankırı,Kurşunlu,Erkek,68,92,1005,479,454,793,412,32,4,15,3354
34,Çankırı,Kurşunlu,Kadın,320,276,1400,308,219,465,247,23,4,8,3270
35,Çankırı,Kurşunlu,Toplam,388,368,2405,787,673,1258,659,55,8,23,6624
37,Çankırı,Orta,Erkek,78,203,1809,560,403,815,280,19,1,42,4210
38,Çankırı,Orta,Kadın,631,490,1776,391,230,430,178,10,0,33,4169
39,Çankırı,Orta,Toplam,709,693,3585,951,633,1245,458,29,1,75,8379
41,Çankırı,Şabanözü,Erkek,43,82,1149,645,469,1163,417,24,3,39,4034
42,Çankırı,Şabanözü,Kadın,181,312,1756,538,323,700,237,16,3,33,4099
43,Çankırı,Şabanözü,Toplam,224,394,2905,1183,792,1863,654,40,6,72,8133
45,Çankırı,Yapraklı,Erkek,177,232,1187,323,280,492,232,14,2,90,3029
46,Çankırı,Yapraklı,Kadın,678,415,1379,359,114,223,105,3,1,85,3362
47,Çankırı,Yapraklı,Toplam,855,647,2566,682,394,715,337,17,3,175,6391
1,Çorum,Alaca,Erkek,247,658,3879,1754,1281,2612,1208,85,10,67,11801
2,Çorum,Alaca,Kadın,1340,1476,5084,1328,721,1610,777,40,8,87,12471
3,Çorum,Alaca,Toplam,1587,2134,8963,3082,2002,4222,1985,125,18,154,24272
5,Çorum,Bayat,Erkek,224,683,2170,1085,502,957,423,39,5,7,6095
6,Çorum,Bayat,Kadın,777,1393,2516,1044,300,490,257,20,1,13,6811
7,Çorum,Bayat,Toplam,1001,2076,4686,2129,802,1447,680,59,6,20,12906
9,Çorum,Boğazkale,Erkek,5,135,610,229,156,269,96,4,1,5,1510
10,Çorum,Boğazkale,Kadın,41,460,633,160,68,176,54,6,0,12,1610
11,Çorum,Boğazkale,Toplam,46,595,1243,389,224,445,150,10,1,17,3120
13,Çorum,Çorum Merkez,Erkek,1199,2222,20677,19039,10034,25849,18113,1572,424,821,99950
14,Çorum,Çorum Merkez,Kadın,6423,5665,31052,15570,8316,22488,14261,986,210,843,105814
15,Çorum,Çorum Merkez,Toplam,7622,7887,51729,34609,18350,48337,32374,2558,634,1664,205764
17,Çorum,Dodurga,Erkek,46,106,878,415,220,559,217,9,2,13,2465
18,Çorum,Dodurga,Kadın,191,361,1145,382,145,277,123,3,2,14,2643
19,Çorum,Dodurga,Toplam,237,467,2023,797,365,836,340,12,4,27,5108
21,Çorum,İskilip,Erkek,633,862,4082,1645,1203,2426,1215,76,12,15,12169
22,Çorum,İskilip,Kadın,2129,1584,5137,1558,766,1341,682,42,10,18,13267
23,Çorum,İskilip,Toplam,2762,2446,9219,3203,1969,3767,1897,118,22,33,25436
25,Çorum,Kargı,Erkek,149,513,2743,561,683,1035,573,41,1,15,6314
26,Çorum,Kargı,Kadın,557,1672,3043,477,317,589,307,19,3,18,7002
27,Çorum,Kargı,Toplam,706,2185,5786,1038,1000,1624,880,60,4,33,13316
29,Çorum,Laçin,Erkek,75,165,635,291,213,276,101,3,0,15,1774
30,Çorum,Laçin,Kadın,185,388,687,218,134,147,52,1,1,13,1826
31,Çorum,Laçin,Toplam,260,553,1322,509,347,423,153,4,1,28,3600
33,Çorum,Mecitözü,Erkek,92,383,2675,823,613,1063,353,21,3,16,6042
34,Çorum,Mecitözü,Kadın,379,1108,2967,620,302,640,241,8,6,16,6287
35,Çorum,Mecitözü,Toplam,471,1491,5642,1443,915,1703,594,29,9,32,12329
37,Çorum,Oğuzlar,Erkek,52,268,710,295,218,405,166,11,1,2,2128
38,Çorum,Oğuzlar,Kadın,128,594,917,206,116,195,92,4,1,3,2256
39,Çorum,Oğuzlar,Toplam,180,862,1627,501,334,600,258,15,2,5,4384
41,Çorum,Ortaköy,Erkek,77,173,763,634,288,526,247,13,0,3,2724
42,Çorum,Ortaköy,Kadın,352,494,985,363,189,301,133,8,0,3,2828
43,Çorum,Ortaköy,Toplam,429,667,1748,997,477,827,380,21,0,6,5552
45,Çorum,Osmancık,Erkek,493,1240,4416,2347,1773,3786,1878,121,22,26,16102
46,Çorum,Osmancık,Kadın,2047,2531,5550,2073,1097,2422,1203,55,15,40,17033
47,Çorum,Osmancık,Toplam,2540,3771,9966,4420,2870,6208,3081,176,37,66,33135
49,Çorum,Sungurlu,Erkek,693,950,5703,2476,1989,3813,1926,126,17,84,17777
50,Çorum,Sungurlu,Kadın,3507,1793,6206,2380,1175,2497,1298,60,19,121,19056
51,Çorum,Sungurlu,Toplam,4200,2743,11909,4856,3164,6310,3224,186,36,205,36833
53,Çorum,Uğurludağ,Erkek,45,240,878,376,301,433,146,7,1,6,2433
54,Çorum,Uğurludağ,Kadın,256,600,904,275,134,245,75,2,2,8,2501
55,Çorum,Uğurludağ,Toplam,301,840,1782,651,435,678,221,9,3,14,4934
1,Isparta,Aksu,Erkek,26,103,546,209,223,527,206,6,0,2,1848
2,Isparta,Aksu,Kadın,129,395,676,134,114,254,107,2,2,3,1816
3,Isparta,Aksu,Toplam,155,498,1222,343,337,781,313,8,2,5,3664
5,Isparta,Atabey,Erkek,9,39,479,341,263,528,340,16,5,1,2021
6,Isparta,Atabey,Kadın,67,207,864,256,153,412,212,9,2,6,2188
7,Isparta,Atabey,Toplam,76,246,1343,597,416,940,552,25,7,7,4209
9,Isparta,Eğirdir,Erkek,99,206,3379,1496,1173,3551,1701,103,18,31,11757
10,Isparta,Eğirdir,Kadın,513,991,4823,1215,1019,2332,1331,92,7,37,12360
11,Isparta,Eğirdir,Toplam,612,1197,8202,2711,2192,5883,3032,195,25,68,24117
13,Isparta,Gelendost,Erkek,61,169,2371,820,735,1286,456,24,7,66,5995
14,Isparta,Gelendost,Kadın,253,668,3127,667,422,718,331,12,2,62,6262
15,Isparta,Gelendost,Toplam,314,837,5498,1487,1157,2004,787,36,9,128,12257
17,Isparta,Gönen,Erkek,22,45,712,430,343,763,461,24,7,15,2822
18,Isparta,Gönen,Kadın,191,170,1221,319,231,483,277,7,1,19,2919
19,Isparta,Gönen,Toplam,213,215,1933,749,574,1246,738,31,8,34,5741
21,Isparta,Isparta Merkez,Erkek,427,664,13698,10435,7641,26881,20508,2305,1239,431,84229
22,Isparta,Isparta Merkez,Kadın,3279,2638,22149,9612,6978,23475,16748,1832,629,567,87907
23,Isparta,Isparta Merkez,Toplam,3706,3302,35847,20047,14619,50356,37256,4137,1868,998,172136
25,Isparta,Keçiborlu,Erkek,43,108,1701,490,689,1512,741,43,4,64,5395
26,Isparta,Keçiborlu,Kadın,314,340,2762,458,457,908,448,13,3,67,5770
27,Isparta,Keçiborlu,Toplam,357,448,4463,948,1146,2420,1189,56,7,131,11165
29,Isparta,Senirkent,Erkek,43,84,1087,433,624,1355,595,34,1,17,4273
30,Isparta,Senirkent,Kadın,394,553,1627,484,347,838,394,19,2,36,4694
31,Isparta,Senirkent,Toplam,437,637,2714,917,971,2193,989,53,3,53,8967
33,Isparta,Sütçüler,Erkek,98,187,1812,564,422,766,370,22,3,6,4250
34,Isparta,Sütçüler,Kadın,723,572,1815,361,292,390,241,7,1,11,4413
35,Isparta,Sütçüler,Toplam,821,759,3627,925,714,1156,611,29,4,17,8663
37,Isparta,Şarkikaraağaç,Erkek,101,236,3116,1163,1017,2586,1182,77,11,94,9583
38,Isparta,Şarkikaraağaç,Kadın,777,866,4553,1048,619,1351,761,35,5,95,10110
39,Isparta,Şarkikaraağaç,Toplam,878,1102,7669,2211,1636,3937,1943,112,16,189,19693
41,Isparta,Uluborlu,Erkek,12,34,551,196,298,929,433,17,8,11,2489
42,Isparta,Uluborlu,Kadın,99,120,1005,190,192,657,289,11,2,10,2575
43,Isparta,Uluborlu,Toplam,111,154,1556,386,490,1586,722,28,10,21,5064
45,Isparta,Yalvaç,Erkek,233,431,5412,2529,1932,4010,2036,156,29,203,16971
46,Isparta,Yalvaç,Kadın,1664,1339,7238,2231,1172,2608,1442,98,11,197,18000
47,Isparta,Yalvaç,Toplam,1897,1770,12650,4760,3104,6618,3478,254,40,400,34971
49,Isparta,Yenişarbademli,Erkek,6,18,240,65,106,258,161,6,0,5,865
50,Isparta,Yenişarbademli,Kadın,33,67,523,43,59,100,70,4,0,5,904
51,Isparta,Yenişarbademli,Toplam,39,85,763,108,165,358,231,10,0,10,1769
1,Iğdır,Aralık,Erkek,173,400,1728,1694,672,1187,491,32,3,53,6433
2,Iğdır,Aralık,Kadın,1154,665,1593,987,344,1013,436,13,1,58,6264
3,Iğdır,Aralık,Toplam,1327,1065,3321,2681,1016,2200,927,45,4,111,12697
5,Iğdır,Iğdır Merkez,Erkek,1200,3071,7408,8316,4387,9807,6235,569,162,529,41684
6,Iğdır,Iğdır Merkez,Kadın,6378,5209,6563,5888,2926,8027,5434,341,52,704,41522
7,Iğdır,Iğdır Merkez,Toplam,7578,8280,13971,14204,7313,17834,11669,910,214,1233,83206
9,Iğdır,Karakoyunlu,Erkek,169,359,977,1003,577,1071,339,20,0,101,4616
10,Iğdır,Karakoyunlu,Kadın,865,521,822,641,362,732,288,6,3,139,4379
11,Iğdır,Karakoyunlu,Toplam,1034,880,1799,1644,939,1803,627,26,3,240,8995
13,Iğdır,Tuzluca,Erkek,328,795,1974,1725,838,1188,567,32,3,159,7609
